"id","submitdate","lastpage","startlanguage","startdate","datestamp","random","Course[CPlan]","Course[CFam]","Course[CJust]","Marche[MPlan]","Marche[MFam]","Marche[MJust]","age","Genre","CSP","CSP[other]","Diplome","Diplome[other]","CapEco","EnvCS[SQ001]","EnvPSubj[SQ001]","EnvPObj","Engagement","autre"
"588","2025-02-02 13:28:24","4","fr","2025-02-02 13:20:55","2025-02-02 13:28:24","0","90","60","65","","","","73","Homme","Retraité(e)s","","Bac + 4 (Maîtrise)","","30 000 - 60 000€","","93","Petite ville : de 5 000 à 20 000 habitants","5",""
"589","2025-02-02 19:09:31","4","fr","2025-02-02 19:07:28","2025-02-02 19:09:31","1","","","","70","50","70","46","Homme","Autre","Agent de la fonction publique territoriale","Bac + 3 (Licence, Licence LMD, licence professionnelle, BUT)","","30 000 - 60 000€","80","80","Petite ville : de 5 000 à 20 000 habitants","3",""
"590","2025-02-02 20:44:10","4","fr","2025-02-02 20:41:04","2025-02-02 20:44:10","1","","","","61","50","92","19","Femme","Etudiant(e)s","","Bac + 3 (Licence, Licence LMD, licence professionnelle, BUT)","","- de 15 000€","76","68","Métropole : plus de 200 000 habitants","2",""
"591","2025-02-03 04:43:13","4","fr","2025-02-03 04:38:59","2025-02-03 04:43:13","1","","","","10","20","40","39","Homme","Cadres et professions intellectuelles supérieures","","Bac + 8 (Doctorat, habilitation à diriger des recherches)","","30 000 - 60 000€","30","100","Petite ville : de 5 000 à 20 000 habitants","1",""
"593","2025-02-03 07:11:53","4","fr","2025-02-03 07:07:25","2025-02-03 07:11:53","0","90","90","85","","","","62","Femme","Cadres et professions intellectuelles supérieures","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","30 000 - 60 000€","94","70","Petite ville : de 5 000 à 20 000 habitants","5",""
"595","2025-02-03 10:36:31","4","fr","2025-02-03 10:31:15","2025-02-03 10:36:31","0","73","25","65","","","","40","Femme","Professions intermédiaires","","Bac + 3 (Licence, Licence LMD, licence professionnelle, BUT)","","- de 15 000€","50","77","Village : moins de 2 000 habitants","2","je ne suis pas inscrire dans un club ou une salle de sport parce que soit je n'ai jamais trouvé le sport suffisamment motivant, soit je n'aime pas ça.
en revanche, je me déplace en vélo lorsque c'est possible (zone rurale) et je jardine, vais dans les bois. Je vais du sport de manière détournée en comparaison à l'image des coureurs, cyclistes sur route ou gens dans les salles de sport "
"596","2025-02-03 11:34:16","4","fr","2025-02-03 11:29:18","2025-02-03 11:34:16","0","80","60","60","","","","48","Femme","Employé(e)s","","Bac + 3 (Licence, Licence LMD, licence professionnelle, BUT)","","15 000 - 30 000€","90","94","Grande ville : de 50 000 à 200 000 habitants","50",""
"598","2025-02-03 18:43:09","4","fr","2025-02-03 18:38:26","2025-02-03 18:43:09","0","80","65","100","","","","26","Femme","Professions intermédiaires","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","15 000 - 30 000€","65","60","Village : moins de 2 000 habitants","4","Je pratique du basketball depuis l'âge de 4 ans. C'est une démarche initialement faite par mes parents mais que je n'ai jamais arrêté. Une majorité  de ma famille (parents, frère, oncles, tantes, grands oncles) ont eux aussi pratiqué cette activité par le passé."
"600","2025-02-04 11:07:34","4","fr","2025-02-04 11:04:44","2025-02-04 11:07:34","0","0","0","0","","","","72","Femme","Retraité(e)s","","Bac + 4 (Maîtrise)","","15 000 - 30 000€","61","78","Ville moyenne : de 20 000 à 50 000 habitants","2",""
"602","2025-02-04 11:47:33","4","fr","2025-02-04 11:45:49","2025-02-04 11:47:33","1","","","","75","75","95","30","Femme","Cadres et professions intellectuelles supérieures","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","15 000 - 30 000€","75","35","Petite ville : de 5 000 à 20 000 habitants","3",""
"603","2025-02-04 13:53:02","4","fr","2025-02-04 13:50:48","2025-02-04 13:53:02","0","35","60","80","","","","21","Femme","Etudiant(e)s","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","- de 15 000€","85","90","Métropole : plus de 200 000 habitants","3",""
"604","2025-02-04 14:30:01","4","fr","2025-02-04 14:27:30","2025-02-04 14:30:01","0","90","75","80","","","","22","Femme","Etudiant(e)s","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","15 000 - 30 000€","25","100","Métropole : plus de 200 000 habitants","3",""
"605","2025-02-04 14:42:46","4","fr","2025-02-04 14:39:41","2025-02-04 14:42:46","1","","","","95","95","90","40","Homme","Professions intermédiaires","","Bac + 2 (DEUG, BTS, DUT, DEUST)","","30 000 - 60 000€","65","78","Bourg : de 2 000 à 5 000 habitants","10",""
"606","2025-02-04 18:44:57","4","fr","2025-02-04 18:39:26","2025-02-04 18:44:57","0","37","69","57","","","","21","Femme","Etudiant(e)s","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","- de 15 000€","30","60","Grande ville : de 50 000 à 200 000 habitants","2",""
"607","2025-02-04 23:33:17","4","fr","2025-02-04 23:28:06","2025-02-04 23:33:17","1","","","","74","84","94","40","Femme","Cadres et professions intellectuelles supérieures","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","15 000 - 30 000€","31","90","Village : moins de 2 000 habitants","3","Je travaille pour le ministère des sports et suis formée en sport santé."
"609","2025-02-05 10:41:36","4","fr","2025-02-05 10:37:30","2025-02-05 10:41:36","1","","","","100","100","50","75","Homme","Retraité(e)s","","CAP, BEP","","30 000 - 60 000€","80","","Village : moins de 2 000 habitants","2",""
"610","2025-02-05 13:35:39","4","fr","2025-02-05 13:32:43","2025-02-05 13:35:39","0","22","100","23","","","","23","Homme","Etudiant(e)s","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","- de 15 000€","79","11","Métropole : plus de 200 000 habitants","9","Judo, surf, course à pied à plusieurs, natation"
"611","2025-02-05 20:23:27","4","fr","2025-02-05 20:20:35","2025-02-05 20:23:27","0","21","75","100","","","","40","Femme","Employé(e)s","","Bac + 3 (Licence, Licence LMD, licence professionnelle, BUT)","","15 000 - 30 000€","43","71","Ville moyenne : de 20 000 à 50 000 habitants","2",""
"614","2025-02-06 18:53:18","4","fr","2025-02-06 18:49:23","2025-02-06 18:53:18","0","30","10","50","","","","45","Femme","Cadres et professions intellectuelles supérieures","","Bac + 8 (Doctorat, habilitation à diriger des recherches)","","60 000 - 90 000€","59","87","Grande ville : de 50 000 à 200 000 habitants","4",""
"615","2025-02-07 09:20:21","4","fr","2025-02-07 09:15:37","2025-02-07 09:20:21","1","","","","70","93","91","21","Femme","Etudiant(e)s","","Bac + 3 (Licence, Licence LMD, licence professionnelle, BUT)","","- de 15 000€","40","40","Ville moyenne : de 20 000 à 50 000 habitants","1",""
"616","2025-02-08 01:09:59","4","fr","2025-02-08 01:07:24","2025-02-08 01:09:59","1","","","","100","100","100","50","Homme","Employé(e)s","","Bac + 2 (DEUG, BTS, DUT, DEUST)","","30 000 - 60 000€","71","","Petite ville : de 5 000 à 20 000 habitants","12",""
"619","2025-02-08 15:42:04","4","fr","2025-02-08 15:33:53","2025-02-08 15:42:04","1","","","","30","100","100","20","Femme","Etudiant(e)s","","Bac + 3 (Licence, Licence LMD, licence professionnelle, BUT)","","- de 15 000€","","100","Métropole : plus de 200 000 habitants","7",""
"621","2025-02-08 15:39:24","4","fr","2025-02-08 15:37:08","2025-02-08 15:39:24","1","","","","37","95","70","20","Homme","Etudiant(e)s","","Bac + 3 (Licence, Licence LMD, licence professionnelle, BUT)","","- de 15 000€","70","95","Métropole : plus de 200 000 habitants","5","---"
"622","2025-02-08 15:43:28","4","fr","2025-02-08 15:39:36","2025-02-08 15:43:28","0","84","60","40","","","","19","Homme","Etudiant(e)s","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","- de 15 000€","91","80","Métropole : plus de 200 000 habitants","7",""
"623","2025-02-08 15:43:11","4","fr","2025-02-08 15:39:49","2025-02-08 15:43:11","1","","","","80","25","80","20","Femme","Etudiant(e)s","","Bac (Baccalauréat, DAEU, Capacité en droit, DSP)","","- de 15 000€","100","","Petite ville : de 5 000 à 20 000 habitants","3",""
"627","2025-02-08 16:05:37","4","fr","2025-02-08 16:03:26","2025-02-08 16:05:37","1","","","","69","100","81","20","Femme","Etudiant(e)s","","Bac + 3 (Licence, Licence LMD, licence professionnelle, BUT)","","- de 15 000€","75","51","Ville moyenne : de 20 000 à 50 000 habitants","4",""
"628","2025-02-08 16:40:22","4","fr","2025-02-08 16:32:56","2025-02-08 16:40:22","1","","","","50","60","80","20","Homme","Etudiant(e)s","","Bac (Baccalauréat, DAEU, Capacité en droit, DSP)","","- de 15 000€","","","Petite ville : de 5 000 à 20 000 habitants","5","Badminton 2/3 fois semaines
Musculation 2/3 fois semaines"
"630","2025-02-08 17:56:55","4","fr","2025-02-08 17:52:36","2025-02-08 17:56:55","0","45","57","45","","","","20","Femme","Etudiant(e)s","","Bac + 2 (DEUG, BTS, DUT, DEUST)","","- de 15 000€","63","82","Ville moyenne : de 20 000 à 50 000 habitants","2",""
"632","2025-02-08 19:18:56","4","fr","2025-02-08 19:15:07","2025-02-08 19:18:56","0","100","100","0","","","","21","Femme","Etudiant(e)s","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","- de 15 000€","43","33","Petite ville : de 5 000 à 20 000 habitants","3",""
"633","2025-02-08 19:36:08","4","fr","2025-02-08 19:32:01","2025-02-08 19:36:08","0","100","100","100","","","","20","Femme","Etudiant(e)s","","Bac (Baccalauréat, DAEU, Capacité en droit, DSP)","","- de 15 000€","20","82","Métropole : plus de 200 000 habitants","5",""
"634","2025-02-08 20:21:41","4","fr","2025-02-08 20:19:24","2025-02-08 20:21:41","0","100","72","0","","","","21","Homme","Etudiant(e)s","","Bac + 3 (Licence, Licence LMD, licence professionnelle, BUT)","","- de 15 000€","90","100","Métropole : plus de 200 000 habitants","5",""
"635","2025-02-08 21:29:30","4","fr","2025-02-08 21:23:19","2025-02-08 21:29:30","1","","","","100","100","50","20","Homme","Etudiant(e)s","","Bac + 3 (Licence, Licence LMD, licence professionnelle, BUT)","","15 000 - 30 000€","81","100","Métropole : plus de 200 000 habitants","7",""
"636","2025-02-08 21:52:24","4","fr","2025-02-08 21:49:53","2025-02-08 21:52:24","0","50","71","91","","","","20","Femme","Etudiant(e)s","","Bac + 3 (Licence, Licence LMD, licence professionnelle, BUT)","","- de 15 000€","100","88","Métropole : plus de 200 000 habitants","3",""
"637","2025-02-08 22:25:19","4","fr","2025-02-08 22:19:32","2025-02-08 22:25:19","0","80","60","75","","","","18","Femme","Etudiant(e)s","","Bac (Baccalauréat, DAEU, Capacité en droit, DSP)","","- de 15 000€","85","5","Village : moins de 2 000 habitants","3",""
"642","2025-02-18 12:26:30","4","fr","2025-02-18 12:24:31","2025-02-18 12:26:30","0","80","50","100","","","","24","Homme","Autre","Intérimaire ","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","15 000 - 30 000€","","94","Petite ville : de 5 000 à 20 000 habitants","5",""
"645","2025-02-24 09:16:53","4","fr","2025-02-24 09:12:38","2025-02-24 09:16:53","1","","","","30","40","80","20","Femme","Etudiant(e)s","","Bac (Baccalauréat, DAEU, Capacité en droit, DSP)","","- de 15 000€","20","65","Petite ville : de 5 000 à 20 000 habitants","4",""
"646","2025-02-24 17:30:08","4","fr","2025-02-24 17:28:01","2025-02-24 17:30:08","1","","","","29","81","100","21","Homme","Etudiant(e)s","","Bac + 4 (Maîtrise)","","- de 15 000€","27","68","Métropole : plus de 200 000 habitants","10",""
"648","2025-02-25 16:37:36","4","fr","2025-02-25 16:31:12","2025-02-25 16:37:36","1","","","","50","70","91","18","Femme","Etudiant(e)s","","Bac (Baccalauréat, DAEU, Capacité en droit, DSP)","","- de 15 000€","51","30","Petite ville : de 5 000 à 20 000 habitants","12",""
"653","2025-02-25 16:48:02","4","fr","2025-02-25 16:43:28","2025-02-25 16:48:02","1","","","","95","95","75","60","Homme","Artisans / Artisanes, commerçants / commerçantes et chefs / cheffes d’entreprise","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","30 000 - 60 000€","100","100","Petite ville : de 5 000 à 20 000 habitants","1",""
"656","2025-02-25 16:58:28","4","fr","2025-02-25 16:51:16","2025-02-25 16:58:28","1","","","","95","98","100","59","Femme","Retraité(e)s","","Bac + 2 (DEUG, BTS, DUT, DEUST)","","30 000 - 60 000€","80","92","Petite ville : de 5 000 à 20 000 habitants","5","Course à pied 2 fois/ semaine ; tennis 1 à 2 fois / semaine et marche 
à pied pratiquement tous les jours"
"657","2025-02-25 17:07:06","4","fr","2025-02-25 16:58:56","2025-02-25 17:07:06","0","80","50","100","","","","68","Homme","Retraité(e)s","","CAP, BEP","","15 000 - 30 000€","60","100","Petite ville : de 5 000 à 20 000 habitants","7","l'activité physique est pour moi quelque chose de joyeux car elle apporte tellement de bien être tant physiquement que mentalement , je pense qu'il ne faut pas en faire sous contrainte de quoi que ce soit , et à chacun selon ses capacités  "
"658","2025-02-25 17:37:23","4","fr","2025-02-25 17:23:00","2025-02-25 17:37:23","0","90","75","85","","","","35","Homme","Cadres et professions intellectuelles supérieures","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","30 000 - 60 000€","60","90","Métropole : plus de 200 000 habitants","6",""
"662","2025-02-25 17:40:32","4","fr","2025-02-25 17:38:21","2025-02-25 17:40:32","1","","","","100","100","95","42","Femme","Professions intermédiaires","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","30 000 - 60 000€","100","100","Ville moyenne : de 20 000 à 50 000 habitants","5",""
"663","2025-02-25 17:39:39","4","fr","2025-02-25 17:39:04","2025-02-25 17:39:39","1","","","","50","50","50","51","Femme","Cadres et professions intellectuelles supérieures","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","30 000 - 60 000€","","","Petite ville : de 5 000 à 20 000 habitants","7",""
"664","2025-02-25 17:55:44","4","fr","2025-02-25 17:50:25","2025-02-25 17:55:44","0","70","60","70","","","","32","Homme","Professions intermédiaires","","Bac (Baccalauréat, DAEU, Capacité en droit, DSP)","","15 000 - 30 000€","75","85","Ville moyenne : de 20 000 à 50 000 habitants","2",""
"665","2025-02-25 18:02:23","4","fr","2025-02-25 17:56:44","2025-02-25 18:02:23","0","11","20","50","","","","38","Femme","Cadres et professions intellectuelles supérieures","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","30 000 - 60 000€","70","90","Bourg : de 2 000 à 5 000 habitants","2","Je fais principalement du sport dans un but utile pour les autres et pas pour moi( promener les chiens, motiver ma fille à faire du vélo...)"
"666","2025-02-25 18:21:36","4","fr","2025-02-25 17:59:02","2025-02-25 18:21:36","0","50","70","25","","","","69","Homme","Retraité(e)s","","Bac + 2 (DEUG, BTS, DUT, DEUST)","","30 000 - 60 000€","40","80","Petite ville : de 5 000 à 20 000 habitants","3","Ma réponse ""3"" est basée sur la saison hiver, et tenderait plutot vers 6 en belle saison."
"668","2025-02-25 18:16:34","4","fr","2025-02-25 18:13:29","2025-02-25 18:16:34","0","100","100","100","","","","25","Homme","Cadres et professions intellectuelles supérieures","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","30 000 - 60 000€","90","100","Métropole : plus de 200 000 habitants","10",""
"669","2025-02-25 18:29:21","4","fr","2025-02-25 18:25:08","2025-02-25 18:29:21","0","38","67","51","","","","52","Homme","Artisans / Artisanes, commerçants / commerçantes et chefs / cheffes d’entreprise","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","- de 15 000€","25","47","Ville moyenne : de 20 000 à 50 000 habitants","7","Salam Aleykoum,
je ne cours pas pour des histoires de tendinite, je préfère marcher."
"670","2025-02-25 18:44:48","4","fr","2025-02-25 18:28:25","2025-02-25 18:44:48","1","","","","100","100","100","45","Femme","Employé(e)s","","Bac + 2 (DEUG, BTS, DUT, DEUST)","","15 000 - 30 000€","80","100","Ville moyenne : de 20 000 à 50 000 habitants","3","J’habite en maison je fais du sport 2 fois par semaine et j’ai un chien donc tout ça oblige à bouger "
"673","2025-02-25 19:17:31","4","fr","2025-02-25 19:13:21","2025-02-25 19:17:31","1","","","","100","100","100","57","Homme","Artisans / Artisanes, commerçants / commerçantes et chefs / cheffes d’entreprise","","Bac (Baccalauréat, DAEU, Capacité en droit, DSP)","","30 000 - 60 000€","73","62","Ville moyenne : de 20 000 à 50 000 habitants","3","Non"
"674","2025-02-25 19:42:50","4","fr","2025-02-25 19:40:12","2025-02-25 19:42:50","1","","","","84","80","94","35","Femme","Cadres et professions intellectuelles supérieures","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","15 000 - 30 000€","75","70","Ville moyenne : de 20 000 à 50 000 habitants","2",""
"675","2025-02-25 19:59:21","4","fr","2025-02-25 19:53:34","2025-02-25 19:59:21","0","96","66","77","","","","44","Homme","Cadres et professions intellectuelles supérieures","","Bac + 2 (DEUG, BTS, DUT, DEUST)","","30 000 - 60 000€","","84","Bourg : de 2 000 à 5 000 habitants","6","Besoin de 5 à 6 h de sport par semaine."
"677","2025-02-25 20:17:03","4","fr","2025-02-25 20:13:29","2025-02-25 20:17:03","0","100","100","100","","","","20","Homme","Etudiant(e)s","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","- de 15 000€","80","75","Métropole : plus de 200 000 habitants","6","Entraînement en club d’athlétisme avec entre 5 et 6 entraînements par semaine. Bon niveau en course à pied (33 min au 10km)"
"678","2025-02-25 21:07:07","4","fr","2025-02-25 21:00:50","2025-02-25 21:07:07","0","60","81","70","","","","41","Femme","Professions intermédiaires","","Bac + 2 (DEUG, BTS, DUT, DEUST)","","15 000 - 30 000€","40","71","Petite ville : de 5 000 à 20 000 habitants","2",""
"679","2025-02-25 21:36:21","4","fr","2025-02-25 21:33:46","2025-02-25 21:36:21","0","40","70","80","","","","30","Homme","Cadres et professions intellectuelles supérieures","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","30 000 - 60 000€","65","80","Bourg : de 2 000 à 5 000 habitants","2",""
"681","2025-02-25 21:47:00","4","fr","2025-02-25 21:43:19","2025-02-25 21:47:00","0","90","90","90","","","","44","Homme","Cadres et professions intellectuelles supérieures","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","30 000 - 60 000€","80","100","Petite ville : de 5 000 à 20 000 habitants","2",""
"682","2025-02-25 22:25:21","4","fr","2025-02-25 22:22:05","2025-02-25 22:25:21","1","","","","70","70","95","42","Femme","Cadres et professions intellectuelles supérieures","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","30 000 - 60 000€","","","Petite ville : de 5 000 à 20 000 habitants","1",""
"683","2025-02-26 00:31:14","4","fr","2025-02-26 00:16:44","2025-02-26 00:31:14","0","75","70","65","","","","45","Femme","Professions intermédiaires","","Bac + 3 (Licence, Licence LMD, licence professionnelle, BUT)","","15 000 - 30 000€","65","80","Petite ville : de 5 000 à 20 000 habitants","5",""
"684","2025-02-26 00:54:59","4","fr","2025-02-26 00:52:10","2025-02-26 00:54:59","0","70","50","50","","","","45","Femme","Employé(e)s","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","- de 15 000€","27","78","Petite ville : de 5 000 à 20 000 habitants","1",""
"685","2025-02-26 07:31:50","4","fr","2025-02-26 07:29:44","2025-02-26 07:31:50","0","69","50","85","","","","39","Femme","Employé(e)s","","Bac + 2 (DEUG, BTS, DUT, DEUST)","","15 000 - 30 000€","","38","Village : moins de 2 000 habitants","7",""
"686","2025-02-26 07:58:39","4","fr","2025-02-26 07:54:13","2025-02-26 07:58:39","1","","","","80","65","54","47","Femme","Professions intermédiaires","","Bac + 3 (Licence, Licence LMD, licence professionnelle, BUT)","","30 000 - 60 000€","75","90","Bourg : de 2 000 à 5 000 habitants","5",""
"687","2025-02-26 08:04:07","4","fr","2025-02-26 07:59:39","2025-02-26 08:04:07","0","76","73","30","","","","40","Homme","Cadres et professions intellectuelles supérieures","","Bac + 8 (Doctorat, habilitation à diriger des recherches)","","60 000 - 90 000€","","82","Petite ville : de 5 000 à 20 000 habitants","2",""
"688","2025-02-26 08:54:21","4","fr","2025-02-26 08:50:34","2025-02-26 08:54:21","1","","","","100","100","75","44","Femme","Cadres et professions intellectuelles supérieures","","Bac + 2 (DEUG, BTS, DUT, DEUST)","","30 000 - 60 000€","75","100","Ville moyenne : de 20 000 à 50 000 habitants","5","Course à pieds 5 fois par semaine "

