"id","submitdate","lastpage","startlanguage","startdate","datestamp","random","Course[CPlan]","Course[CFam]","Course[CJust]","Marche[MPlan]","Marche[MFam]","Marche[MJust]","age","Genre","CSP","CSP[other]","Diplome","Diplome[other]","CapEco","EnvCS[SQ001]","EnvPSubj[SQ001]","EnvPObj","Engagement","autre"
"140","2025-01-17 11:43:54","4","fr","2025-01-17 11:35:27","2025-01-17 11:43:54","0","100","100","100","","","","58","Femme","Retraité(e)s","","Bac + 2 (DEUG, BTS, DUT, DEUST)","","- de 15 000€","","","Ville moyenne : de 20 000 à 50 000 habitants","5","Tennis depuis l âge de mes 10 ans. Compétition de tennis durant 35 ans plus hand Ball pendant 6 ans en competition et course à pied régulière . Le sport me permet de mieux dormir et d évacuer le stress"
"141","2025-01-17 11:52:07","4","fr","2025-01-17 11:46:11","2025-01-17 11:52:07","0","100","100","100","","","","58","Femme","Cadres et professions intellectuelles supérieures","","Bac + 2 (DEUG, BTS, DUT, DEUST)","","30 000 - 60 000€","100","100","Petite ville : de 5 000 à 20 000 habitants","5","Tennis en compétition durant 35 ans, hand Ball en compétition durant 6 ans et pratique régulière de la course à pied"
"142","2025-01-17 11:59:02","4","fr","2025-01-17 11:54:56","2025-01-17 11:59:02","0","50","36","74","","","","44","Femme","Employé(e)s","","Bac + 2 (DEUG, BTS, DUT, DEUST)","","15 000 - 30 000€","89","80","Village : moins de 2 000 habitants","1",""
"144","2025-01-17 12:08:42","4","fr","2025-01-17 12:02:21","2025-01-17 12:08:42","1","","","","30","80","55","22","Homme","Etudiant(e)s","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","- de 15 000€","20","50","Petite ville : de 5 000 à 20 000 habitants","2","Faire une activité physique juste pour faire une activité physique (santé) ne me donne jamais envie. Il me faut un objectif d’amusement ou de compétition. C’est peut-être lié au fait que je sois jeune."
"145","2025-01-17 12:11:20","4","fr","2025-01-17 12:06:51","2025-01-17 12:11:20","1","","","","100","100","100","18","Femme","Etudiant(e)s","","Bac (Baccalauréat, DAEU, Capacité en droit, DSP)","","- de 15 000€","75","100","Petite ville : de 5 000 à 20 000 habitants","7","Sportive de nature, étudiante en STAPS "
"146","2025-01-17 12:33:12","4","fr","2025-01-17 12:26:48","2025-01-17 12:33:12","0","90","90","90","","","","33","Homme","Cadres et professions intellectuelles supérieures","","Bac + 3 (Licence, Licence LMD, licence professionnelle, BUT)","","30 000 - 60 000€","65","100","Petite ville : de 5 000 à 20 000 habitants","5","Bien dans son corps = bien dans sa tête ????"
"149","2025-01-17 13:21:37","4","fr","2025-01-17 13:17:52","2025-01-17 13:21:37","0","80","90","90","","","","45","Homme","Professions intermédiaires","","Bac + 3 (Licence, Licence LMD, licence professionnelle, BUT)","","15 000 - 30 000€","66","","Petite ville : de 5 000 à 20 000 habitants","3",""
"151","2025-01-17 13:43:17","4","fr","2025-01-17 13:39:29","2025-01-17 13:43:17","1","","","","70","50","80","25","Homme","Cadres et professions intellectuelles supérieures","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","30 000 - 60 000€","100","70","Ville moyenne : de 20 000 à 50 000 habitants","3",""
"152","2025-01-17 13:48:10","4","fr","2025-01-17 13:44:39","2025-01-17 13:48:10","1","","","","60","90","100","21","Homme","Etudiant(e)s","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","- de 15 000€","60","70","Petite ville : de 5 000 à 20 000 habitants","0",""
"154","2025-01-17 14:10:07","4","fr","2025-01-17 14:08:05","2025-01-17 14:10:07","0","50","82","30","","","","29","Femme","Cadres et professions intellectuelles supérieures","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","30 000 - 60 000€","75","66","Grande ville : de 50 000 à 200 000 habitants","3",""
"156","2025-01-17 15:14:48","4","fr","2025-01-17 15:08:57","2025-01-17 15:14:48","1","","","","98","100","96","68","Homme","Retraité(e)s","","CAP, BEP","","30 000 - 60 000€","65","100","Petite ville : de 5 000 à 20 000 habitants","7","Alors au départ suis sportif depuis toujours, je marche chaque jour entre 8 et 10km , j'ai un chien donc motivation supplémentaire, et je pratique le tennis à raison de 6 h semaine, et à cela se rajoute les activités, comme , tondre , et divers travaux "
"157","2025-01-17 15:44:06","4","fr","2025-01-17 15:33:58","2025-01-17 15:44:06","0","64","65","65","","","","29","Femme","Employé(e)s","","Bac + 3 (Licence, Licence LMD, licence professionnelle, BUT)","","15 000 - 30 000€","23","79","Village : moins de 2 000 habitants","3","La pratique d'une activité sportive est importante pour mon bien être quotidien, sans cela je ressent une énergie négative."
"160","2025-01-17 15:40:03","4","fr","2025-01-17 15:35:50","2025-01-17 15:40:03","0","42","86","97","","","","60","Femme","Professions intermédiaires","","Bac + 4 (Maîtrise)","","15 000 - 30 000€","65","83","Village : moins de 2 000 habitants","4",""
"164","2025-01-17 16:01:50","4","fr","2025-01-17 15:46:32","2025-01-17 16:01:50","0","10","67","20","","","","20","Homme","Etudiant(e)s","","Bac + 3 (Licence, Licence LMD, licence professionnelle, BUT)","","- de 15 000€","60","67","Métropole : plus de 200 000 habitants","1","J’ai déménagé de Bretagne pour mes études à Lyon. Je me suis inscrit à l’AS pour le cours de tennis (je fais du tennis depuis petit, mon papa dit en souriant : « le tennis c’est une option obligatoire dans la famille ». Il a commencé le tennis après la victoire de Noah à Roland Garros. Il est devenu champion départemental !). L’objectif de mon inscription était certes de continuer une activité qui me plaisait, mais était peut-être plus une démarche de sociabilisation. Les matchs par équipe sont souvent des moments sympa (camaraderie, encouragements…). "
"165","2025-01-17 15:49:29","4","fr","2025-01-17 15:46:45","2025-01-17 15:49:29","1","","","","100","100","100","45","Femme","Cadres et professions intellectuelles supérieures","","Bac + 3 (Licence, Licence LMD, licence professionnelle, BUT)","","15 000 - 30 000€","86","100","Petite ville : de 5 000 à 20 000 habitants","5",""
"167","2025-01-17 15:55:57","4","fr","2025-01-17 15:49:34","2025-01-17 15:55:57","0","100","100","100","","","","21","Homme","Artisans / Artisanes, commerçants / commerçantes et chefs / cheffes d’entreprise","","Bac + 3 (Licence, Licence LMD, licence professionnelle, BUT)","","- de 15 000€","70","100","Ville moyenne : de 20 000 à 50 000 habitants","7","Sportif de haut niveau en karaté. Professeur de karaté, pratiquant de karaté et de karaté contact, participant à des cours de Global Training. Coach sportif et préparateur physique à mon compte."
"168","2025-01-17 16:00:18","4","fr","2025-01-17 15:55:10","2025-01-17 16:00:18","1","","","","100","50","100","62","Femme","Retraité(e)s","","Bac (Baccalauréat, DAEU, Capacité en droit, DSP)","","15 000 - 30 000€","98","81","Bourg : de 2 000 à 5 000 habitants","5","On marche presque tous les Jour entre 1h et 1h30 p'us quelques déplacements au bourg...
Besoin de sortir, de croiser des gens, de respirer ds la nature"
"169","2025-01-17 16:03:36","4","fr","2025-01-17 16:01:11","2025-01-17 16:03:36","1","","","","100","90","90","29","Homme","Cadres et professions intellectuelles supérieures","","Bac + 8 (Doctorat, habilitation à diriger des recherches)","","30 000 - 60 000€","80","90","Ville moyenne : de 20 000 à 50 000 habitants","7",""
"171","2025-01-17 16:09:22","4","fr","2025-01-17 16:04:09","2025-01-17 16:09:22","1","","","","92","21","65","50","Homme","Cadres et professions intellectuelles supérieures","","Bac + 4 (Maîtrise)","","30 000 - 60 000€","50","24","Petite ville : de 5 000 à 20 000 habitants","7","Professionel de l'APS et passionné par le sujet santé par l'activité physique"
"172","2025-01-17 16:08:10","4","fr","2025-01-17 16:05:44","2025-01-17 16:08:10","0","57","75","31","","","","38","Femme","Cadres et professions intellectuelles supérieures","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","30 000 - 60 000€","73","100","Métropole : plus de 200 000 habitants","6",""
"173","2025-01-17 16:08:51","4","fr","2025-01-17 16:06:47","2025-01-17 16:08:51","1","","","","50","100","0","36","Homme","Cadres et professions intellectuelles supérieures","","Bac + 8 (Doctorat, habilitation à diriger des recherches)","","60 000 - 90 000€","","70","Bourg : de 2 000 à 5 000 habitants","4",""
"178","2025-01-17 16:32:52","4","fr","2025-01-17 16:29:14","2025-01-17 16:32:52","0","30","40","70","","","","32","Femme","Employé(e)s","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","15 000 - 30 000€","60","","Bourg : de 2 000 à 5 000 habitants","2",""
"180","2025-01-17 16:38:52","4","fr","2025-01-17 16:35:55","2025-01-17 16:38:52","0","0","0","0","","","","72","Homme","Retraité(e)s","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","30 000 - 60 000€","24","85","Ville moyenne : de 20 000 à 50 000 habitants","6",""
"182","2025-01-17 16:58:40","4","fr","2025-01-17 16:55:36","2025-01-17 16:58:40","1","","","","35","5","70","59","Femme","Professions intermédiaires","","Bac + 2 (DEUG, BTS, DUT, DEUST)","","30 000 - 60 000€","40","80","Petite ville : de 5 000 à 20 000 habitants","2",""
"183","2025-01-17 17:03:35","4","fr","2025-01-17 17:00:34","2025-01-17 17:03:35","1","","","","90","23","71","34","Homme","Cadres et professions intellectuelles supérieures","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","30 000 - 60 000€","30","80","Petite ville : de 5 000 à 20 000 habitants","4",""
"185","2025-01-17 17:11:12","4","fr","2025-01-17 17:09:05","2025-01-17 17:11:12","0","70","60","70","","","","24","Homme","Employé(e)s","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","15 000 - 30 000€","25","75","Petite ville : de 5 000 à 20 000 habitants","3",""
"186","2025-01-17 17:14:35","4","fr","2025-01-17 17:11:52","2025-01-17 17:14:35","1","","","","80","70","85","41","Homme","Cadres et professions intellectuelles supérieures","","Bac + 8 (Doctorat, habilitation à diriger des recherches)","","30 000 - 60 000€","100","100","Métropole : plus de 200 000 habitants","7",""
"190","2025-01-17 17:26:43","4","fr","2025-01-17 17:24:10","2025-01-17 17:26:43","1","","","","50","72","50","54","Femme","Artisans / Artisanes, commerçants / commerçantes et chefs / cheffes d’entreprise","","Bac + 3 (Licence, Licence LMD, licence professionnelle, BUT)","","- de 15 000€","69","91","Village : moins de 2 000 habitants","5",""
"192","2025-01-17 17:45:31","4","fr","2025-01-17 17:42:07","2025-01-17 17:45:31","1","","","","50","100","100","56","Homme","Employé(e)s","","Bac (Baccalauréat, DAEU, Capacité en droit, DSP)","","15 000 - 30 000€","60","100","Petite ville : de 5 000 à 20 000 habitants","3",""
"194","2025-01-17 17:55:11","4","fr","2025-01-17 17:50:09","2025-01-17 17:55:11","1","","","","88","76","83","53","Femme","Cadres et professions intellectuelles supérieures","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","60 000 - 90 000€","87","74","Petite ville : de 5 000 à 20 000 habitants","4","Pratique très régulière de la course à pied ainsi que d’activités cardio"
"198","2025-01-17 18:04:37","4","fr","2025-01-17 17:57:27","2025-01-17 18:04:37","1","","","","99","91","50","55","Homme","Artisans / Artisanes, commerçants / commerçantes et chefs / cheffes d’entreprise","","CAP, BEP","","30 000 - 60 000€","80","100","Petite ville : de 5 000 à 20 000 habitants","7","Bonjour 
Mon activité professionnelle 12 km de marche active le matin.
Et environs 3 heure de tennis/semaine "
"199","2025-01-17 18:08:08","4","fr","2025-01-17 18:04:17","2025-01-17 18:08:08","1","","","","100","100","100","40","Femme","Cadres et professions intellectuelles supérieures","","Bac + 3 (Licence, Licence LMD, licence professionnelle, BUT)","","15 000 - 30 000€","86","81","Grande ville : de 50 000 à 200 000 habitants","9","Le sport me permet d'évacuer le stress et les contraintes du travail (professeur des écoles). Je me sens mieux psychologiquement quand je fais régulièrement du sport."
"200","2025-01-17 18:07:40","4","fr","2025-01-17 18:05:58","2025-01-17 18:07:40","0","78","80","83","","","","57","Femme","Employé(e)s","","Bac + 2 (DEUG, BTS, DUT, DEUST)","","15 000 - 30 000€","","69","Petite ville : de 5 000 à 20 000 habitants","3",""
"202","2025-01-17 18:36:32","4","fr","2025-01-17 18:31:15","2025-01-17 18:36:32","1","","","","70","10","90","61","Homme","Retraité(e)s","","Bac (Baccalauréat, DAEU, Capacité en droit, DSP)","","30 000 - 60 000€","95","90","Petite ville : de 5 000 à 20 000 habitants","5","augmentation de la fréquence de sport depuis la retraite (avant 3 fois par semaine)"
"204","2025-01-17 18:38:08","4","fr","2025-01-17 18:33:17","2025-01-17 18:38:08","0","100","86","0","","","","32","Femme","Employé(e)s","","Bac + 3 (Licence, Licence LMD, licence professionnelle, BUT)","","30 000 - 60 000€","60","100","Grande ville : de 50 000 à 200 000 habitants","5","Musculation pour le bien être, améliorer mon corps, muscler mon squelette, diminuer les maux (dos, cou). Et reprendre une masse musculaire après mes grossesses parce que le sport aide à la circulation sanguine, au bien être, à obtenir un bon rythme de vie et une fatigue utile. "
"205","2025-01-17 18:51:13","4","fr","2025-01-17 18:46:58","2025-01-17 18:51:13","0","70","70","0","","","","54","Femme","Cadres et professions intellectuelles supérieures","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","30 000 - 60 000€","69","97","Métropole : plus de 200 000 habitants","2",""
"207","2025-01-17 19:07:29","4","fr","2025-01-17 19:02:44","2025-01-17 19:07:29","0","62","70","81","","","","39","Femme","Cadres et professions intellectuelles supérieures","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","30 000 - 60 000€","","35","Ville moyenne : de 20 000 à 50 000 habitants","5",""
"208","2025-01-17 19:05:06","4","fr","2025-01-17 19:02:55","2025-01-17 19:05:06","1","","","","67","76","50","66","Homme","Retraité(e)s","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","+ de 90 000 €","100","","Métropole : plus de 200 000 habitants","3",""
"209","2025-01-17 19:17:53","4","fr","2025-01-17 19:14:07","2025-01-17 19:17:53","1","","","","41","84","27","31","Homme","Professions intermédiaires","","Bac + 3 (Licence, Licence LMD, licence professionnelle, BUT)","","15 000 - 30 000€","77","100","Petite ville : de 5 000 à 20 000 habitants","4",""
"210","2025-01-17 19:20:58","4","fr","2025-01-17 19:16:50","2025-01-17 19:20:58","1","","","","62","96","98","60","Femme","Cadres et professions intellectuelles supérieures","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","15 000 - 30 000€","","50","Village : moins de 2 000 habitants","10","propriétaire de 2 chevaux , un poney , 3 gros chiens , 2 chats "
"212","2025-01-17 19:33:36","4","fr","2025-01-17 19:29:46","2025-01-17 19:33:36","0","77","70","24","","","","59","Femme","Cadres et professions intellectuelles supérieures","","Bac + 8 (Doctorat, habilitation à diriger des recherches)","","+ de 90 000 €","100","100","Bourg : de 2 000 à 5 000 habitants","4",""
"214","2025-01-17 19:47:58","4","fr","2025-01-17 19:39:30","2025-01-17 19:47:58","1","","","","100","100","100","52","Femme","Cadres et professions intellectuelles supérieures","","Bac + 8 (Doctorat, habilitation à diriger des recherches)","","60 000 - 90 000€","60","80","Petite ville : de 5 000 à 20 000 habitants","4",""
"216","2025-01-17 19:54:47","4","fr","2025-01-17 19:51:42","2025-01-17 19:54:47","1","","","","50","52","90","23","Femme","Etudiant(e)s","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","- de 15 000€","75","40","Petite ville : de 5 000 à 20 000 habitants","4",""
"217","2025-01-17 19:56:23","4","fr","2025-01-17 19:53:28","2025-01-17 19:56:23","0","100","100","100","","","","65","Homme","Retraité(e)s","","Bac + 2 (DEUG, BTS, DUT, DEUST)","","30 000 - 60 000€","","","Petite ville : de 5 000 à 20 000 habitants","5","Insuffisant respiratoire 
Pratique de cette activité sous oxygénothérapie "
"220","2025-01-17 20:11:11","4","fr","2025-01-17 20:06:11","2025-01-17 20:11:11","0","50","26","100","","","","47","Femme","Professions intermédiaires","","Bac + 3 (Licence, Licence LMD, licence professionnelle, BUT)","","60 000 - 90 000€","81","100","Petite ville : de 5 000 à 20 000 habitants","5",""
"221","2025-01-17 20:18:18","4","fr","2025-01-17 20:14:50","2025-01-17 20:18:18","1","","","","100","46","61","31","Homme","Cadres et professions intellectuelles supérieures","","Bac + 8 (Doctorat, habilitation à diriger des recherches)","","+ de 90 000 €","60","72","Métropole : plus de 200 000 habitants","6",""
"223","2025-01-17 20:33:40","4","fr","2025-01-17 20:31:31","2025-01-17 20:33:40","0","7","4","20","","","","57","Femme","Cadres et professions intellectuelles supérieures","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","15 000 - 30 000€","92","","Métropole : plus de 200 000 habitants","4",""
"224","2025-01-17 20:46:15","4","fr","2025-01-17 20:43:27","2025-01-17 20:46:15","1","","","","77","98","96","31","Femme","Cadres et professions intellectuelles supérieures","","Bac + 8 (Doctorat, habilitation à diriger des recherches)","","30 000 - 60 000€","49","100","Grande ville : de 50 000 à 200 000 habitants","3",""
"225","2025-01-17 21:06:04","4","fr","2025-01-17 21:02:36","2025-01-17 21:06:04","0","84","84","100","","","","48","Homme","Employé(e)s","","Bac (Baccalauréat, DAEU, Capacité en droit, DSP)","","15 000 - 30 000€","84","76","Bourg : de 2 000 à 5 000 habitants","3",""
"226","2025-01-17 21:15:16","4","fr","2025-01-17 21:12:35","2025-01-17 21:15:16","1","","","","70","65","65","40","Femme","Cadres et professions intellectuelles supérieures","","Bac + 8 (Doctorat, habilitation à diriger des recherches)","","30 000 - 60 000€","80","65","Grande ville : de 50 000 à 200 000 habitants","4",""
"227","2025-01-17 21:20:35","4","fr","2025-01-17 21:13:21","2025-01-17 21:20:35","1","","","","21","30","40","27","Homme","Employé(e)s","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","15 000 - 30 000€","70","77","Métropole : plus de 200 000 habitants","6",""
"229","2025-01-17 21:30:57","4","fr","2025-01-17 21:27:37","2025-01-17 21:30:57","0","58","23","11","","","","20","Femme","Etudiant(e)s","","Bac + 3 (Licence, Licence LMD, licence professionnelle, BUT)","","- de 15 000€","70","73","Métropole : plus de 200 000 habitants","6",""
"230","2025-01-17 21:41:51","4","fr","2025-01-17 21:34:32","2025-01-17 21:41:51","0","85","71","50","","","","35","Homme","Cadres et professions intellectuelles supérieures","","Bac + 8 (Doctorat, habilitation à diriger des recherches)","","30 000 - 60 000€","17","100","Bourg : de 2 000 à 5 000 habitants","1",""
"232","2025-01-17 21:51:22","4","fr","2025-01-17 21:47:22","2025-01-17 21:51:22","0","100","100","100","","","","40","Femme","Cadres et professions intellectuelles supérieures","","Bac + 4 (Maîtrise)","","15 000 - 30 000€","70","70","Ville moyenne : de 20 000 à 50 000 habitants","5",""
"234","2025-01-17 22:10:03","4","fr","2025-01-17 22:01:48","2025-01-17 22:10:03","0","100","28","40","","","","54","Femme","Cadres et professions intellectuelles supérieures","","Bac + 8 (Doctorat, habilitation à diriger des recherches)","","30 000 - 60 000€","87","","Bourg : de 2 000 à 5 000 habitants","4",""
"236","2025-01-17 22:10:26","4","fr","2025-01-17 22:07:21","2025-01-17 22:10:26","1","","","","89","92","100","57","Femme","Cadres et professions intellectuelles supérieures","","Bac + 8 (Doctorat, habilitation à diriger des recherches)","","30 000 - 60 000€","46","92","Ville moyenne : de 20 000 à 50 000 habitants","3",""
"238","2025-01-17 22:50:43","4","fr","2025-01-17 22:46:30","2025-01-17 22:50:43","1","","","","20","75","80","50","Femme","Professions intermédiaires","","Bac + 3 (Licence, Licence LMD, licence professionnelle, BUT)","","30 000 - 60 000€","80","90","Petite ville : de 5 000 à 20 000 habitants","2",""
"240","2025-01-17 22:57:37","4","fr","2025-01-17 22:50:42","2025-01-17 22:57:37","0","81","25","50","","","","31","Homme","Cadres et professions intellectuelles supérieures","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","15 000 - 30 000€","10","35","Ville moyenne : de 20 000 à 50 000 habitants","1",""
"241","2025-01-17 22:56:31","4","fr","2025-01-17 22:51:17","2025-01-17 22:56:31","0","50","17","72","","","","31","Femme","Cadres et professions intellectuelles supérieures","","Bac + 8 (Doctorat, habilitation à diriger des recherches)","","30 000 - 60 000€","50","40","Grande ville : de 50 000 à 200 000 habitants","7",""
"244","2025-01-17 23:24:51","4","fr","2025-01-17 23:23:06","2025-01-17 23:24:51","0","83","63","31","","","","25","Femme","Etudiant(e)s","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","- de 15 000€","78","","Métropole : plus de 200 000 habitants","3",""
"247","2025-01-17 23:42:55","4","fr","2025-01-17 23:37:21","2025-01-17 23:42:55","1","","","","68","87","13","46","Femme","Cadres et professions intellectuelles supérieures","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","15 000 - 30 000€","64","68","Bourg : de 2 000 à 5 000 habitants","1","Il faudrait privilégier des activités mères enfants "
"248","2025-01-17 23:45:25","4","fr","2025-01-17 23:39:24","2025-01-17 23:45:25","1","","","","0","50","50","34","Femme","Cadres et professions intellectuelles supérieures","","Bac + 8 (Doctorat, habilitation à diriger des recherches)","","15 000 - 30 000€","30","100","Ville moyenne : de 20 000 à 50 000 habitants","0","La balance entre le temps disponible et la fatigue, pourtant je suis consciente à 200% des effets positifs de la pratique. Je chercher justement le Go to!"
"249","2025-01-17 23:54:49","4","fr","2025-01-17 23:46:59","2025-01-17 23:54:49","1","","","","100","100","50","58","Femme","Cadres et professions intellectuelles supérieures","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","60 000 - 90 000€","35","80","Bourg : de 2 000 à 5 000 habitants","5",""
"250","2025-01-18 00:13:24","4","fr","2025-01-18 00:08:29","2025-01-18 00:13:24","1","","","","24","81","94","52","Femme","Artisans / Artisanes, commerçants / commerçantes et chefs / cheffes d’entreprise","","Bac + 3 (Licence, Licence LMD, licence professionnelle, BUT)","","30 000 - 60 000€","69","92","Petite ville : de 5 000 à 20 000 habitants","3","J’ai repris des études donc je fais moins de sport par manque de temps mais en temps normal c’est plutôt 5/semaine"
"251","2025-01-18 00:35:18","4","fr","2025-01-18 00:32:07","2025-01-18 00:35:18","0","33","71","86","","","","25","Homme","Employé(e)s","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","15 000 - 30 000€","33","75","Bourg : de 2 000 à 5 000 habitants","5",""
"252","2025-01-18 04:09:50","4","fr","2025-01-18 04:03:04","2025-01-18 04:09:50","0","100","100","100","","","","56","Homme","Employé(e)s","","Bac + 2 (DEUG, BTS, DUT, DEUST)","","30 000 - 60 000€","85","90","Ville moyenne : de 20 000 à 50 000 habitants","3",""
"253","2025-01-18 05:07:07","4","fr","2025-01-18 05:03:29","2025-01-18 05:07:07","1","","","","80","90","92","24","Femme","Autre","Enseignant APA","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","30 000 - 60 000€","92","80","Petite ville : de 5 000 à 20 000 habitants","5",""
"255","2025-01-18 07:03:53","4","fr","2025-01-18 06:53:13","2025-01-18 07:03:53","1","","","","50","50","30","44","Femme","Cadres et professions intellectuelles supérieures","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","30 000 - 60 000€","35","68","Petite ville : de 5 000 à 20 000 habitants","3","J'intègre mes 3 séances dans ma routine au même titre que dormir , manger,  ( besoins priamores) et par ce que cela fait du bien mais aussi parce cela permet de muscler, prévenir contre les maladies cardio vasculaires et les effets de la ménopause  et enfin développer  et mainyenir des liens sociaux.

Un esprit sain dans un corps sain.

Je suis care manager (conseillère grand âge) et je préconise le maintien d'une activité physique aux aidants et aux personnes en situation de fragilité)"
"257","2025-01-18 07:23:21","4","fr","2025-01-18 07:19:11","2025-01-18 07:23:21","1","","","","22","43","75","53","Femme","Cadres et professions intellectuelles supérieures","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","60 000 - 90 000€","","90","Petite ville : de 5 000 à 20 000 habitants","2",""
"258","2025-01-18 07:27:02","4","fr","2025-01-18 07:21:59","2025-01-18 07:27:02","0","66","60","50","","","","31","Homme","Professions intermédiaires","","Bac + 3 (Licence, Licence LMD, licence professionnelle, BUT)","","15 000 - 30 000€","","66","Grande ville : de 50 000 à 200 000 habitants","7","Enseignant en APA "
"260","2025-01-18 07:58:45","4","fr","2025-01-18 07:54:31","2025-01-18 07:58:45","1","","","","66","71","50","53","Femme","Employé(e)s","","Bac + 2 (DEUG, BTS, DUT, DEUST)","","15 000 - 30 000€","87","98","Village : moins de 2 000 habitants","1",""
"261","2025-01-18 08:02:08","4","fr","2025-01-18 07:59:43","2025-01-18 08:02:08","1","","","","100","100","100","62","Homme","Professions intermédiaires","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","30 000 - 60 000€","82","","Petite ville : de 5 000 à 20 000 habitants","7",""
"263","2025-01-18 08:10:09","4","fr","2025-01-18 08:04:32","2025-01-18 08:10:09","0","87","70","35","","","","31","Femme","Professions intermédiaires","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","15 000 - 30 000€","70","","Village : moins de 2 000 habitants","4",""
"264","2025-01-18 08:09:50","4","fr","2025-01-18 08:06:24","2025-01-18 08:09:50","1","","","","85","74","75","23","Femme","Employé(e)s","","Bac + 3 (Licence, Licence LMD, licence professionnelle, BUT)","","15 000 - 30 000€","79","91","Ville moyenne : de 20 000 à 50 000 habitants","5","Je pratique un sport "
"265","2025-01-18 08:13:13","4","fr","2025-01-18 08:07:38","2025-01-18 08:13:13","0","50","61","79","","","","60","Femme","Cadres et professions intellectuelles supérieures","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","15 000 - 30 000€","51","","Petite ville : de 5 000 à 20 000 habitants","7",""
"267","2025-01-18 08:14:20","4","fr","2025-01-18 08:09:31","2025-01-18 08:14:20","0","90","75","40","","","","44","Homme","Autre","PROFESSION LIBERAL MEDICAL","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","60 000 - 90 000€","40","75","Petite ville : de 5 000 à 20 000 habitants","4","Equitation en compétition + entretien de l'écurie "
"268","2025-01-18 08:19:06","4","fr","2025-01-18 08:13:02","2025-01-18 08:19:06","0","100","73","80","","","","24","Homme","Artisans / Artisanes, commerçants / commerçantes et chefs / cheffes d’entreprise","","Bac + 3 (Licence, Licence LMD, licence professionnelle, BUT)","","15 000 - 30 000€","73","","Petite ville : de 5 000 à 20 000 habitants","10",""
"269","2025-01-18 08:27:43","4","fr","2025-01-18 08:24:26","2025-01-18 08:27:43","1","","","","89","76","100","37","Femme","Employé(e)s","","Bac + 3 (Licence, Licence LMD, licence professionnelle, BUT)","","15 000 - 30 000€","38","60","Bourg : de 2 000 à 5 000 habitants","4",""
"271","2025-01-18 08:54:45","4","fr","2025-01-18 08:29:15","2025-01-18 08:54:45","1","","","","60","80","90","29","Femme","Employé(e)s","","Bac + 3 (Licence, Licence LMD, licence professionnelle, BUT)","","15 000 - 30 000€","90","85","Village : moins de 2 000 habitants","2","J'ai un bébé de 9 mois et mon conjoint rentre tard du travail"
"272","2025-01-18 08:32:08","4","fr","2025-01-18 08:30:29","2025-01-18 08:32:08","1","","","","21","33","100","42","Femme","Cadres et professions intellectuelles supérieures","","Bac + 4 (Maîtrise)","","15 000 - 30 000€","70","100","Village : moins de 2 000 habitants","3",""
"274","2025-01-18 08:49:37","4","fr","2025-01-18 08:47:40","2025-01-18 08:49:37","0","90","90","95","","","","24","Femme","Cadres et professions intellectuelles supérieures","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","30 000 - 60 000€","15","90","Métropole : plus de 200 000 habitants","3",""
"275","2025-01-18 09:15:23","4","fr","2025-01-18 09:03:07","2025-01-18 09:15:23","0","20","76","70","","","","57","Femme","Cadres et professions intellectuelles supérieures","","Bac + 3 (Licence, Licence LMD, licence professionnelle, BUT)","","30 000 - 60 000€","65","100","Métropole : plus de 200 000 habitants","4","Les horaires de parc parisien sont trop restrictifs en hiver. Les coachs sportifs ne sont pas formés sur les pathologies des gens en particulier liés au vieillissement (femme 55 ans douleurs articulaires, problèmes de plancher pelvien, tendinites...).  Les médecins ne prescrivent pas assez d'APA"
